transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost
11372,85,2809,2017-10-08,True,Approved,WeareA2B,Standard,medium,medium,"752,64","205,36"
11373,55,3087,2017-06-29,True,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
11374,98,54,2017-02-25,True,Approved,Trek Bicycles,Standard,high,medium,"358,39","215,03"
11375,27,938,2017-05-21,False,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
11376,80,2421,2017-12-04,True,Approved,OHM Cycles,Touring,low,medium,"1073,07","933,84"
11377,55,1847,2017-07-15,False,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
11378,80,1514,2017-08-28,False,Approved,OHM Cycles,Touring,low,medium,"1073,07","933,84"
11379,56,1486,2017-05-31,True,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
11380,7,311,2017-09-11,True,Approved,Giant Bicycles,Standard,medium,small,"1311,44","1167,18"
11381,38,255,2017-04-02,True,Approved,Solex,Standard,medium,medium,"1577,53","826,51"
11382,64,110,2017-12-16,False,Approved,Trek Bicycles,Standard,medium,large,"1469,44","596,55"
11383,33,3418,2017-02-13,False,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
11384,91,85,2017-11-23,True,Approved,Solex,Standard,medium,medium,"100,35","75,26"
11385,48,2892,2017-02-11,True,Approved,WeareA2B,Standard,medium,medium,"1762,96","950,52"
11386,72,493,2017-10-16,False,Approved,Norco Bicycles,Standard,medium,medium,"360,4","270,30"
11387,60,1076,2017-09-26,False,Approved,Giant Bicycles,Standard,high,small,"1977,36","1759,85"
11388,78,565,2017-08-24,True,Approved,Giant Bicycles,Standard,medium,large,"1765,3","709,48"
11389,56,1026,2017-02-06,False,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
11390,0,2904,2017-11-24,True,Approved,Solex,Standard,medium,medium,"478,16","298,72"
11391,92,2915,2017-04-18,False,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
11392,4,1191,2017-02-01,False,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
11393,0,1773,2017-10-15,True,Approved,,,,,"960,51",
11394,65,102,2017-05-08,False,Approved,WeareA2B,Standard,medium,medium,"1807,45","778,69"
11395,77,438,2017-11-09,True,Approved,WeareA2B,Standard,medium,medium,"1769,64","108,76"
11396,0,3128,2017-07-18,True,Approved,Solex,Standard,medium,medium,"71,49","53,62"
11397,41,1211,2017-04-17,True,Approved,Solex,Road,medium,medium,"416,98","312,74"
11398,4,2329,2017-11-12,False,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
11399,31,1693,2017-08-19,False,Approved,Giant Bicycles,Standard,medium,medium,"230,91","173,18"
11400,5,274,2017-03-27,True,Approved,Trek Bicycles,Mountain,low,medium,"574,64","459,71"
11401,50,2734,2017-11-05,True,Approved,Giant Bicycles,Standard,medium,medium,"642,7","211,37"
11402,53,3021,2017-06-24,True,Approved,OHM Cycles,Standard,medium,medium,"795,34","101,58"
11403,19,3226,2017-12-10,False,Approved,OHM Cycles,Road,high,large,"12,01","7,21"
11404,26,538,2017-10-01,False,Approved,WeareA2B,Standard,medium,medium,"1992,93","762,63"
11405,89,1988,2017-04-27,False,Approved,WeareA2B,Touring,medium,large,"1362,99","57,74"
11406,46,336,2017-07-07,False,Approved,OHM Cycles,Standard,low,medium,"1793,43","248,82"
11407,14,2077,2017-04-12,True,Approved,Trek Bicycles,Standard,medium,small,"1386,84","1234,29"
11408,26,1627,2017-11-06,True,Approved,WeareA2B,Standard,medium,medium,"1992,93","762,63"
11409,95,3120,2017-01-30,False,Approved,Giant Bicycles,Standard,medium,large,"569,56","528,43"
11410,45,96,2017-10-21,False,Approved,Solex,Standard,medium,medium,"441,49","84,99"
11411,0,539,2017-01-03,False,Approved,OHM Cycles,Road,high,large,"12,01","7,21"
11412,83,1318,2017-08-02,False,Approved,Solex,Touring,medium,large,"2083,94","675,03"
11413,0,1640,2017-10-29,True,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
11414,29,2693,2017-10-11,True,Approved,WeareA2B,Standard,medium,medium,"1065,03","230,09"
11415,58,2366,2017-06-24,False,Approved,OHM Cycles,Standard,medium,medium,"912,52","141,40"
11416,81,2246,2017-03-15,True,Approved,Norco Bicycles,Standard,medium,small,"586,45","521,94"
11417,79,2961,2017-08-15,True,Approved,Norco Bicycles,Standard,medium,medium,"1555,58","818,01"
11418,20,1318,2017-12-04,True,Approved,Trek Bicycles,Standard,medium,small,"1775,81","1580,47"
11419,27,1555,2017-01-11,True,Approved,Trek Bicycles,Standard,low,medium,"1057,51","154,40"
11420,94,744,2017-09-04,False,Approved,Giant Bicycles,Standard,medium,large,"1635,3","993,66"
11421,63,3115,2017-05-29,False,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
11422,61,2376,2017-04-18,False,Approved,Norco Bicycles,Standard,medium,small,"586,45","521,94"
11423,71,2927,2017-09-22,False,Approved,Solex,Standard,high,large,"1842,92","1105,75"
11424,94,2303,2017-08-08,False,Approved,Giant Bicycles,Standard,medium,large,"1635,3","993,66"
11425,56,3442,2017-05-20,True,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
11426,38,783,2017-05-08,False,Approved,Solex,Standard,medium,medium,"1577,53","826,51"
11427,68,3336,2017-04-14,True,Approved,OHM Cycles,Standard,medium,medium,"1636,9","44,71"
11428,77,2425,2017-12-22,False,Approved,Norco Bicycles,Road,medium,large,"1240,31","795,10"
11429,30,2577,2017-07-19,False,Approved,Solex,Standard,high,medium,"748,17","448,90"
11430,42,1126,2017-06-02,False,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
11431,27,446,2017-02-18,False,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
11432,52,2607,2017-12-09,False,Approved,OHM Cycles,Road,medium,medium,"1280,28","829,51"
11433,95,2670,2017-11-02,True,Approved,OHM Cycles,Touring,low,medium,"1073,07","933,84"
11434,40,2825,2017-09-09,True,Approved,OHM Cycles,Standard,high,medium,"1458,17","874,90"
11435,55,947,2017-07-28,False,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
11436,9,2723,2017-04-02,False,Approved,OHM Cycles,Road,medium,medium,"742,54","667,40"
11437,21,3435,2017-01-03,True,Approved,Solex,Standard,medium,large,"1071,23","380,74"
11438,28,2081,2017-12-19,True,Approved,Norco Bicycles,Standard,medium,small,"1216,14","1082,36"
11439,0,179,2017-11-20,True,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
11440,42,903,2017-05-11,True,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
11441,0,2287,2017-04-30,False,Approved,Trek Bicycles,Road,medium,medium,"290,62","215,14"
11442,63,739,2017-10-15,False,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
11443,45,361,2017-03-26,False,Approved,Solex,Standard,medium,medium,"441,49","84,99"
11444,93,920,2017-04-22,False,Approved,WeareA2B,Standard,medium,medium,"1065,03","230,09"
11445,38,3215,2017-01-14,False,Approved,Solex,Standard,medium,medium,"1577,53","826,51"
11446,0,1586,2017-07-10,False,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
11447,0,3250,2017-03-18,False,Approved,Solex,Standard,medium,medium,"71,49","53,62"
11448,20,3357,2017-03-15,False,Approved,Trek Bicycles,Standard,medium,small,"1775,81","1580,47"
11449,19,2095,2017-08-10,True,Approved,OHM Cycles,Road,high,large,"12,01","7,21"
11450,76,593,2017-04-29,False,Approved,WeareA2B,Standard,low,medium,"642,31","513,85"
11451,20,2686,2017-10-16,True,Approved,Trek Bicycles,Standard,medium,small,"1775,81","1580,47"
11452,43,2428,2017-11-23,False,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
11453,39,2295,2017-06-21,False,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
11454,92,2738,2017-11-01,False,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
11455,43,1613,2017-08-14,False,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
11456,69,3339,2017-11-22,True,Approved,Giant Bicycles,Road,medium,medium,"792,9","594,68"
11457,59,3422,2017-03-12,True,Approved,Solex,Standard,medium,large,"1061,56","733,58"
11458,0,2868,2017-05-29,False,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
11459,11,1506,2017-08-05,False,Approved,Giant Bicycles,Standard,high,medium,"1274,93","764,96"
11460,21,638,2017-01-23,True,Approved,WeareA2B,Touring,medium,medium,"1466,68","363,25"
11461,47,1098,2017-12-22,False,Approved,Trek Bicycles,Road,low,small,"1720,7","1531,42"
11462,88,2007,2017-08-08,True,Approved,Norco Bicycles,Standard,medium,medium,"1198,46","381,10"
11463,67,1855,2017-07-06,False,Approved,Norco Bicycles,Road,medium,medium,"544,05","376,84"
11464,5,2110,2017-08-27,True,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
11465,3,3032,2017-06-30,True,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
11466,59,2330,2017-12-26,False,Approved,Solex,Standard,medium,large,"1061,56","733,58"
11467,99,2514,2017-09-12,False,Approved,Trek Bicycles,Road,low,small,"1720,7","1531,42"
11468,27,2686,2017-01-01,False,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
11469,78,3385,2017-09-05,True,Approved,Giant Bicycles,Standard,medium,large,"1765,3","709,48"
11470,42,2452,2017-12-21,True,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
11471,33,3221,2017-06-24,True,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
11472,29,1068,2017-06-05,True,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
11473,22,1974,2017-04-16,True,Approved,WeareA2B,Standard,medium,medium,"60,34","45,26"
11474,46,1964,2017-02-27,False,Approved,Solex,Standard,low,medium,"1289,85","74,51"
11475,1,853,2017-02-08,False,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
11476,0,3011,2017-06-28,True,Approved,OHM Cycles,Standard,medium,medium,"235,63","125,07"
11477,96,382,2017-11-25,False,Approved,WeareA2B,Road,low,small,"1172,78","1043,77"
11478,59,1858,2017-10-20,False,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
11479,18,323,2017-11-25,False,Approved,Solex,Standard,medium,medium,"575,27","431,45"
11480,6,768,2017-12-13,True,Approved,OHM Cycles,Standard,high,medium,"227,88","136,73"
11481,89,432,2017-01-02,True,Approved,WeareA2B,Touring,medium,large,"1362,99","57,74"
11482,27,1621,2017-01-28,False,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
11483,49,2411,2017-01-31,True,Approved,Solex,Standard,medium,large,"1061,56","733,58"
11484,55,3406,2017-04-06,False,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
11485,32,711,2017-08-15,True,Approved,Giant Bicycles,Standard,medium,medium,"642,7","211,37"
11486,26,1218,2017-04-27,True,Approved,WeareA2B,Standard,medium,medium,"1992,93","762,63"
11487,60,1918,2017-06-26,True,Approved,Giant Bicycles,Standard,high,small,"1977,36","1759,85"
11488,22,2421,2017-04-10,False,Approved,WeareA2B,Standard,medium,medium,"60,34","45,26"
11489,88,2706,2017-08-29,True,Approved,Norco Bicycles,Standard,medium,medium,"1198,46","381,10"
11490,39,949,2017-07-13,False,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
11491,5,307,2017-06-17,False,Approved,Trek Bicycles,Mountain,low,medium,"574,64","459,71"
11492,35,1821,2017-12-06,False,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
11493,34,2265,2017-04-08,True,Approved,Norco Bicycles,Road,high,large,"774,53","464,72"
11494,7,954,2017-06-05,True,Approved,Trek Bicycles,Road,low,medium,"980,37","234,43"
11495,56,2703,2017-09-18,False,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
11496,52,1853,2017-02-19,False,Approved,OHM Cycles,Road,medium,medium,"1280,28","829,51"
11497,27,3478,2017-12-01,False,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
11498,40,2120,2017-01-23,True,Approved,OHM Cycles,Standard,high,medium,"1458,17","874,90"
11499,55,1317,2017-10-18,True,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
11500,21,3387,2017-05-04,True,Approved,Solex,Standard,medium,large,"1071,23","380,74"
11501,33,785,2017-05-09,False,Approved,Giant Bicycles,Standard,medium,small,"1311,44","1167,18"
11502,38,2058,2017-05-24,False,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
11503,98,1031,2017-06-08,True,Cancelled,Trek Bicycles,Standard,high,medium,"358,39","215,03"
11504,9,1430,2017-01-31,False,Approved,OHM Cycles,Road,medium,medium,"742,54","667,40"
11505,41,748,2017-10-14,True,Approved,Norco Bicycles,Standard,low,medium,"958,74","748,90"
11506,90,3219,2017-01-06,False,Approved,Norco Bicycles,Standard,low,medium,"363,01","290,41"
11507,63,213,2017-09-20,True,Approved,WeareA2B,Standard,medium,medium,"1992,93","762,63"
11508,0,2827,2017-09-14,False,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
11509,80,1099,2017-09-11,True,Approved,OHM Cycles,Touring,low,medium,"1073,07","933,84"
11510,12,1065,2017-10-12,True,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
11511,0,448,2017-03-19,True,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
11512,4,3373,2017-05-25,True,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
11513,36,1154,2017-08-17,True,Approved,Solex,Standard,low,medium,"945,04","507,58"
11514,92,2488,2017-07-23,True,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
11515,58,3372,2017-01-08,False,Approved,OHM Cycles,Road,medium,medium,"1280,28","829,51"
11516,65,2752,2017-02-01,True,Approved,WeareA2B,Standard,medium,medium,"1807,45","778,69"
11517,83,724,2017-03-10,False,Approved,Solex,Touring,medium,large,"2083,94","675,03"
11518,0,2755,2017-08-07,False,Approved,,,,,"1978,64",
11519,31,1357,2017-12-18,False,Approved,WeareA2B,Standard,medium,medium,"752,64","205,36"
11520,40,3183,2017-05-14,False,Approved,OHM Cycles,Standard,high,medium,"1458,17","874,90"
11521,12,304,2017-07-10,False,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
11522,22,76,2017-12-29,True,Approved,Solex,Standard,medium,medium,"575,27","431,45"
11523,17,385,2017-05-09,False,Approved,WeareA2B,Touring,medium,large,"1362,99","57,74"
11524,1,1331,2017-09-14,False,Approved,Giant Bicycles,Touring,medium,large,"1873,97","863,95"
11525,99,618,2017-02-25,True,Approved,OHM Cycles,Standard,medium,medium,"1227,34","770,89"
11526,24,3427,2017-08-16,False,Approved,Solex,Road,medium,large,"1777,8","820,78"
11527,38,2619,2017-08-24,False,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
11528,50,718,2017-09-01,False,Approved,WeareA2B,Standard,medium,small,"175,89","131,92"
11529,80,2247,2017-12-01,False,Approved,Trek Bicycles,Standard,medium,large,"1469,44","596,55"
11530,11,2381,2017-03-02,False,Approved,Giant Bicycles,Standard,high,medium,"1274,93","764,96"
11531,0,154,2017-09-19,True,Approved,,,,,"36,78",
11532,70,3103,2017-04-08,False,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
11533,5,1866,2017-05-05,False,Approved,Trek Bicycles,Mountain,low,medium,"574,64","459,71"
11534,53,2111,2017-09-19,True,Approved,OHM Cycles,Standard,medium,medium,"795,34","101,58"
11535,18,1228,2017-05-23,False,Approved,Solex,Standard,medium,medium,"575,27","431,45"
11536,0,1830,2017-08-15,False,Approved,Solex,Standard,medium,medium,"441,49","84,99"
11537,46,679,2017-07-13,False,Approved,Solex,Standard,low,medium,"1289,85","74,51"
11538,27,444,2017-06-10,True,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
11539,33,1112,2017-08-29,False,Approved,Giant Bicycles,Standard,medium,small,"1311,44","1167,18"
11540,33,55,2017-03-30,False,Approved,Giant Bicycles,Standard,medium,small,"1311,44","1167,18"
11541,55,563,2017-03-19,False,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
11542,8,1282,2017-10-17,False,Approved,Solex,Road,medium,small,"1703,52","1516,13"
11543,59,798,2017-01-09,True,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
11544,50,2640,2017-06-20,True,Approved,WeareA2B,Standard,medium,small,"175,89","131,92"
11545,22,3383,2017-01-18,False,Approved,WeareA2B,Standard,medium,medium,"60,34","45,26"
11546,55,441,2017-10-29,True,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
11547,66,1559,2017-01-18,False,Cancelled,Solex,Standard,medium,medium,"1163,89","589,27"
11548,13,433,2017-03-26,False,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
11549,0,3086,2017-06-29,False,Approved,,,,,"74,89",
11550,36,517,2017-07-10,False,Approved,Solex,Standard,low,medium,"945,04","507,58"
11551,16,2980,2017-12-15,True,Approved,Norco Bicycles,Standard,high,small,"1661,92","1479,11"
11552,70,2056,2017-11-06,False,Approved,Norco Bicycles,Road,medium,medium,"1036,59","206,35"
11553,52,3176,2017-08-12,True,Approved,OHM Cycles,Road,medium,medium,"1280,28","829,51"
11554,40,3130,2017-08-15,False,Approved,OHM Cycles,Standard,high,medium,"1458,17","874,90"
11555,93,1890,2017-02-16,False,Approved,WeareA2B,Standard,medium,medium,"1065,03","230,09"
11556,74,278,2017-04-26,False,Approved,WeareA2B,Standard,medium,medium,"1228,07","400,91"
11557,85,631,2017-04-05,False,Approved,WeareA2B,Standard,medium,medium,"752,64","205,36"
11558,97,1027,2017-11-13,True,Approved,Solex,Standard,medium,large,"202,62","151,96"
11559,32,2323,2017-04-06,True,Approved,Giant Bicycles,Standard,high,medium,1179,"707,40"
11560,59,909,2017-06-24,True,Approved,WeareA2B,Standard,medium,small,"1415,01","1259,36"
11561,4,1493,2017-03-28,False,Approved,Solex,Standard,medium,medium,"1483,2","99,59"
11562,19,2083,2017-08-27,False,Approved,OHM Cycles,Road,high,large,"12,01","7,21"
11563,1,570,2017-10-18,False,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
11564,36,2929,2017-12-29,True,Approved,Solex,Standard,low,medium,"945,04","507,58"
11565,0,2751,2017-09-26,True,Approved,WeareA2B,Standard,medium,small,"175,89","131,92"
11566,4,454,2017-04-14,False,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
11567,4,2776,2017-03-20,True,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
11568,1,841,2017-08-02,True,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
11569,52,2023,2017-11-17,False,Approved,Solex,Road,medium,large,"1777,8","820,78"
11570,40,1950,2017-04-14,False,Approved,OHM Cycles,Standard,high,medium,"1458,17","874,90"
11571,35,2972,2017-06-02,False,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
11572,68,1267,2017-03-25,True,Approved,OHM Cycles,Standard,medium,medium,"1636,9","44,71"
11573,82,3387,2017-10-09,True,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
11574,24,802,2017-05-11,True,Approved,Solex,Road,medium,large,"1777,8","820,78"
11575,1,2571,2017-04-20,False,Approved,Giant Bicycles,Standard,medium,medium,"1403,5","954,82"
11576,16,3072,2017-10-24,False,Approved,Norco Bicycles,Standard,high,small,"1661,92","1479,11"
11577,54,1039,2017-06-21,False,Approved,WeareA2B,Standard,medium,medium,"1807,45","778,69"
11578,29,2149,2017-06-10,False,Approved,WeareA2B,Standard,medium,medium,"1065,03","230,09"
11579,3,2213,2017-04-07,True,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
11580,29,2933,2017-02-10,True,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
11581,60,1598,2017-07-13,True,Approved,Giant Bicycles,Standard,high,small,"1977,36","1759,85"
11582,83,2703,2017-08-19,False,Approved,Solex,Touring,medium,large,"2083,94","675,03"
11583,29,3296,2017-08-14,False,Approved,Norco Bicycles,Road,medium,medium,"543,39","407,54"
11584,50,3065,2017-01-28,True,Approved,Giant Bicycles,Standard,medium,medium,"642,7","211,37"
11585,27,3436,2017-12-08,True,Approved,Trek Bicycles,Standard,medium,medium,"499,53","388,72"
11586,10,3111,2017-07-21,True,Approved,WeareA2B,Touring,medium,medium,"1466,68","363,25"
11587,100,64,2017-01-21,True,Approved,Trek Bicycles,Standard,medium,small,"1386,84","1234,29"
11588,64,1490,2017-10-17,True,Approved,Trek Bicycles,Standard,medium,large,"1469,44","596,55"
11589,49,534,2017-05-15,True,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
11590,43,1530,2017-02-15,False,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
11591,60,286,2017-08-15,True,Cancelled,Giant Bicycles,Standard,high,small,"1977,36","1759,85"
11592,41,944,2017-06-17,True,Approved,Solex,Road,medium,medium,"416,98","312,74"
11593,78,3335,2017-12-20,False,Approved,Giant Bicycles,Standard,medium,large,"1765,3","709,48"
11594,66,516,2017-07-10,False,Approved,Giant Bicycles,Road,low,small,"590,26","525,33"
11595,5,2485,2017-12-26,False,Approved,Trek Bicycles,Mountain,low,medium,"574,64","459,71"
11596,12,2916,2017-03-05,False,Approved,WeareA2B,Standard,medium,medium,"1231,15","161,60"
11597,56,2140,2017-06-14,True,Approved,Norco Bicycles,Mountain,low,small,"688,63","612,88"
11598,18,1432,2017-04-07,False,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
11599,11,1396,2017-04-16,True,Approved,Giant Bicycles,Standard,high,medium,"1274,93","764,96"
11600,79,348,2017-08-27,True,Approved,Norco Bicycles,Standard,medium,medium,"1555,58","818,01"
11601,56,2800,2017-02-12,False,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
11602,82,2282,2017-05-10,True,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
11603,74,1748,2017-02-01,False,Approved,WeareA2B,Standard,medium,medium,"1228,07","400,91"
11604,96,616,2017-03-25,True,Approved,Giant Bicycles,Standard,medium,large,"1635,3","993,66"
11605,4,987,2017-05-16,True,Approved,Giant Bicycles,Standard,high,medium,"1129,13","677,48"
11606,71,1643,2017-02-24,False,Approved,Solex,Standard,high,large,"1842,92","1105,75"
11607,67,974,2017-10-24,False,Approved,Norco Bicycles,Road,medium,medium,"544,05","376,84"
11608,14,464,2017-07-15,True,Approved,Trek Bicycles,Standard,medium,small,"1386,84","1234,29"
11609,0,3023,2017-08-17,True,Approved,Solex,Standard,medium,medium,"71,49","53,62"
11610,86,2774,2017-10-07,True,Approved,OHM Cycles,Standard,medium,medium,"235,63","125,07"
11611,89,2433,2017-11-22,False,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
11612,42,549,2017-02-10,True,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
11613,13,315,2017-10-01,False,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
11614,21,2763,2017-05-16,True,Approved,Solex,Standard,medium,large,"1071,23","380,74"
11615,67,1057,2017-09-09,True,Approved,Norco Bicycles,Road,medium,medium,"544,05","376,84"
11616,100,790,2017-02-08,False,Approved,Norco Bicycles,Road,medium,medium,"1036,59","206,35"
11617,38,1808,2017-10-15,True,Approved,Trek Bicycles,Standard,medium,large,"2091,47","388,92"
11618,92,926,2017-09-27,False,Cancelled,WeareA2B,Standard,medium,small,"1415,01","1259,36"
11619,48,1933,2017-11-19,True,Approved,WeareA2B,Standard,medium,medium,"1762,96","950,52"
11620,15,779,2017-07-16,,Approved,WeareA2B,Standard,medium,medium,"1292,84","13,44"
11621,61,1895,2017-10-13,True,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
11622,97,926,2017-11-28,True,Approved,Solex,Standard,medium,large,"202,62","151,96"
11623,47,464,2017-01-15,False,Approved,Trek Bicycles,Road,low,small,"1720,7","1531,42"
11624,22,153,2017-10-27,False,Approved,WeareA2B,Standard,medium,medium,"60,34","45,26"
11625,14,2433,2017-09-29,False,Approved,Solex,Standard,high,large,"1842,92","1105,75"
11626,67,669,2017-12-13,True,Approved,Norco Bicycles,Road,medium,medium,"544,05","376,84"
11627,33,1858,2017-07-15,True,Approved,OHM Cycles,Road,medium,small,1810,"1610,90"
11628,39,866,2017-06-02,True,Approved,Giant Bicycles,Standard,medium,large,"1812,75","582,48"
11629,26,3337,2017-09-11,False,Approved,WeareA2B,Standard,medium,medium,"1992,93","762,63"
11630,100,996,2017-10-28,True,Approved,Norco Bicycles,Road,medium,medium,"1036,59","206,35"
11631,57,1844,2017-01-19,False,Approved,WeareA2B,Touring,medium,large,"1890,39","260,14"
11632,25,936,2017-05-12,False,Approved,OHM Cycles,Standard,high,medium,"2005,66","1203,40"
11633,17,1806,2017-04-10,False,Approved,Solex,Standard,high,medium,"1024,66","614,80"
11634,61,648,2017-08-11,False,Approved,OHM Cycles,Standard,low,medium,"71,16","56,93"
11635,18,2505,2017-02-04,True,Approved,Norco Bicycles,Standard,high,medium,"1148,64","689,18"
11636,0,2750,2017-08-04,False,Approved,OHM Cycles,Standard,medium,medium,"183,86","137,90"
11637,55,1089,2017-08-01,True,Approved,Trek Bicycles,Road,medium,large,"1894,19","598,76"
11638,56,637,2017-05-26,True,Approved,Norco Bicycles,Mountain,low,small,"688,63","612,88"
11639,29,918,2017-12-14,True,Approved,WeareA2B,Standard,medium,medium,"1065,03","230,09"
11640,38,3467,2017-05-02,False,Approved,Solex,Standard,medium,medium,"1577,53","826,51"
11641,70,199,2017-09-02,True,Approved,Trek Bicycles,Standard,high,medium,"495,72","297,43"
11642,49,2472,2017-03-29,True,Approved,Solex,Standard,medium,large,"1061,56","733,58"
11643,21,2434,2017-03-06,False,Approved,Solex,Standard,medium,large,"1071,23","380,74"
11644,70,1729,2017-08-03,False,Approved,Norco Bicycles,Road,medium,medium,"1036,59","206,35"
11645,36,2733,2017-09-25,True,Approved,Solex,Standard,low,medium,"945,04","507,58"
11646,59,494,2017-03-02,False,Approved,Solex,Standard,medium,large,"1061,56","733,58"
11647,21,2772,2017-11-30,True,Approved,Solex,Standard,medium,large,"1071,23","380,74"
11648,13,663,2017-03-01,False,Approved,Solex,Standard,medium,medium,"1163,89","589,27"
11649,80,1232,2017-10-11,True,Approved,OHM Cycles,Touring,low,medium,"1073,07","933,84"
11650,0,3035,2017-11-22,False,Approved,Trek Bicycles,Road,medium,medium,"533,51","400,13"
11651,43,2897,2017-05-03,False,Approved,Solex,Standard,medium,medium,"1151,96","649,49"
11652,22,31,2017-07-15,True,Approved,Solex,Standard,medium,medium,"575,27","431,45"
11653,40,497,2017-11-01,False,Approved,OHM Cycles,Standard,high,medium,"1458,17","874,90"
11654,5,3472,2017-02-09,False,Approved,Trek Bicycles,Mountain,low,medium,"574,64","459,71"
11655,65,2602,2017-01-19,False,Approved,WeareA2B,Standard,medium,medium,"1807,45","778,69"
11656,94,1985,2017-08-31,True,Approved,Giant Bicycles,Standard,medium,large,"1635,3","993,66"
11657,0,2981,2017-10-18,False,Approved,Solex,Standard,medium,medium,"71,49","53,62"
11658,52,997,2017-08-29,False,Approved,OHM Cycles,Road,medium,medium,"1280,28","829,51"
11659,28,2778,2017-04-17,True,Approved,Norco Bicycles,Standard,medium,small,"1216,14","1082,36"
11660,98,2509,2017-06-16,False,Approved,Trek Bicycles,Standard,high,medium,"358,39","215,03"
11661,2,328,2017-02-14,True,Approved,Solex,Standard,medium,medium,"71,49","53,62"
11662,31,1699,2017-09-29,False,Approved,Giant Bicycles,Standard,medium,medium,"230,91","173,18"
